created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Jan 23 12:22:24 +0000 2024;1749769550965748105;"Gosah ngide bikin-bikin baliho pake duit pribadi ntar lu pada bahas di pemilu 2029 karena sakit hati. Lagian mereka pada kaya, mending uangnya buat bantuin tetangga lu yang masih pada susah itu.";0;0;0;0;in;808887660;1749769550965748105;yagaktauw;https://twitter.com/yagaktauw/status/1749769550965748105
Tue Jan 23 12:22:02 +0000 2024;1749769455574675963;"@Setan666x @Pemb4smiBuzzeRp @pickmenava_win @kalamikan @memelord_666666 Mas, makasih banyak ya udah keluarin waktu nyari beritanya   tapi yang dibahas tetap satu mas, mungkin bisa dibaca lagi ya konteksnya, ini lagi bahas "branding" yang digunakan setiap paslon, kalau 02, brandingnya digunakan "timses" dari baliho dan lainnya, sedangkan lain engga";0;1;0;0;in;1420719491768406023;1749625468310241707;chikimwing;https://twitter.com/chikimwing/status/1749769455574675963
Tue Jan 23 12:20:19 +0000 2024;1749769027151683722;"@scarletoiles Ayo tebak baliho capatu????";0;0;0;0;in;983833077683138565;1749763634824184024;niak_r;https://twitter.com/niak_r/status/1749769027151683722
Tue Jan 23 12:20:11 +0000 2024;1749768992536068283;"@fajarnugros Bukan pasang baliho setiap meter.. ampun dah jalan dari pasar minggu sampai pondok kopi buset poster nampang doang bikin muak aja..nyampah..";0;0;0;0;in;716587560345034752;1749713189699538983;EmyHandayany;https://twitter.com/EmyHandayany/status/1749768992536068283
Tue Jan 23 12:17:09 +0000 2024;1749768228879126922;"Soal yg lebih mumpuni enggak juga. Karena Puan gak ada suara atau lebih banyak Ganjar makanya dia yg naik.  W inget deh dimana² ada billboard/baliho Kepak Sayap Bhinekaan.";0;0;0;1;in;1587765941877645312;1749768228879126922;hadeh_x;https://twitter.com/hadeh_x/status/1749768228879126922
Tue Jan 23 12:16:43 +0000 2024;1749768118719951229;"@RadioElshinta Mestinya yg dikasih warning itu pemilik baliho, supaya tidak memasang seenak wudele dewek... Kok malah masyarakat suruh berhati-hati....";0;0;0;0;in;558763892;1749747783048057186;dipejet;https://twitter.com/dipejet/status/1749768118719951229
Tue Jan 23 12:15:40 +0000 2024;1749767855498055711;"03 memulai gerakan commis artist lokal yang diikuti 01. yang satunya lagi shamelessly pake AI buat dicetak di baliho super gede. miris";0;1;0;1;in;1611547908175953921;1749767855498055711;kangengojo;https://twitter.com/kangengojo/status/1749767855498055711
Tue Jan 23 12:15:14 +0000 2024;1749767746903318815;"@FDonghun KASIHAN KALAU MAU NGASIH YA KASIH AJA NGAK USA DISURUH CIUM BALIHO😿";0;0;0;0;in;1676744369855148033;1749719244747747430;indank1982;https://twitter.com/indank1982/status/1749767746903318815
Tue Jan 23 12:14:23 +0000 2024;1749767530904949059;"@greenbriear pas aku otw tadi sepanjang jalan menuju hall aja ramean baliho banteng 😩";0;0;0;0;in;1297530953607155712;1749719054536028628;stargazinxx_;https://twitter.com/stargazinxx_/status/1749767530904949059
Tue Jan 23 12:14:21 +0000 2024;1749767522679914761;"Anies punya acara #DesakAnies  Gus Imin #SlepetImin  Ganjar punya #GelarTikar Prof Mahfud punya #TabrakMahfud   kenapa paslon 02 g punya?  1. Mereka sudah yakin menang (menurut survei) 2. Kok mau bikin acara, diundang saja banyak g hadirnya. 3. strategi irit dialog banyak Baliho";0;0;0;0;in;428047873;1749767522679914761;Zaenal_Batawara;https://twitter.com/Zaenal_Batawara/status/1749767522679914761
Tue Jan 23 12:14:13 +0000 2024;1749767488680927630;"@ramydhia @Tgerrock apalagi buat baliho kan ya🤪🤣";0;0;0;0;in;1241562861320597506;1749677717937881399;BaekkieChan461;https://twitter.com/BaekkieChan461/status/1749767488680927630
Tue Jan 23 12:13:47 +0000 2024;1749767382690938976;"@cntrnr papan baliho";0;1;0;0;in;736768232;1749754684116774928;lastbutxleast;https://twitter.com/lastbutxleast/status/1749767382690938976
Tue Jan 23 12:11:14 +0000 2024;1749766738596839877;"@jiwamudaparah @tempodotco Ah kemarin ada yg masang baliho di Batam 😁";0;0;0;0;in;4229923161;1749685284915290268;hanif_marsudi;https://twitter.com/hanif_marsudi/status/1749766738596839877
Tue Jan 23 12:09:04 +0000 2024;1749766195686039675;"APK Baliho dan Bendera Bertebaran di Jalan, Polisi Imbau Pengendara Hati-Hati https://t.co/5amYYLlczb #News";0;2;0;0;in;47596019;1749766195686039675;liputan6dotcom;https://twitter.com/liputan6dotcom/status/1749766195686039675
Tue Jan 23 12:08:08 +0000 2024;1749765961052467360;"@Alberichwasfall ya allah ga sekalian bikin baliho";0;0;0;0;in;1141676774742319104;1749758477185253818;bucinling;https://twitter.com/bucinling/status/1749765961052467360
Tue Jan 23 12:08:04 +0000 2024;1749765943188996539;"@Flyingfighter27 @rthurbraga Kritik buat yang pasang baliho di situ ya paps,,,";0;0;0;0;in;1361615801694883850;1749679664904499202;Tuti_embeeeeer;https://twitter.com/Tuti_embeeeeer/status/1749765943188996539
Tue Jan 23 12:06:51 +0000 2024;1749765636501455292;"@daffazaa keren anak muda, udang lagi nyari baliho amin dolo";0;0;0;0;in;1089368897331982336;1749759850182332636;polikucing;https://twitter.com/polikucing/status/1749765636501455292
Tue Jan 23 12:06:21 +0000 2024;1749765511691559358;"Baik desain yang bagus sama aesthetic. Keren, ini bisa dijadikan acuan daripada cuma baliho yang merusak pemandangan dan sama sekali ga menjelaskan visi misi dari ybs. KEREN 👍";0;0;0;0;in;1650487362139598849;1749765205939425755;JEN0LEE_234;https://twitter.com/JEN0LEE_234/status/1749765511691559358
Tue Jan 23 12:04:23 +0000 2024;1749765015727738976;"@Kucingmanizt @zoolsic @gmupd1993 Kampung emak gw 03 berani 300rb, dibom ama 02 500rb, timses 01 cuma modal jargon, ada yg simpati pasang baliho besoknya langsung ilang. Ingat di kampung, kades pegang kunci";0;0;0;0;in;1027733055849488387;1749465620469743840;Noital1;https://twitter.com/Noital1/status/1749765015727738976
Tue Jan 23 12:02:15 +0000 2024;1749764480584888551;"baru sadar di sepanjang semoi-sepaku-ikn sampe petung gaada baliho anies";0;1;0;1;in;570909206;1749764480584888551;marcelinogtr_;https://twitter.com/marcelinogtr_/status/1749764480584888551
Tue Jan 23 12:00:31 +0000 2024;1749764044633055604;"2008 saya mengikuti salah satu Lomba Pidato Bung Karno di Puan Maharani Center, depan Lotte Mart Solo. Jelang Pemilu 2009 kalau ga salah.  Mbak Puan berproses sebagai politisi dari bawah, walau dengan privilese. Di Solo digaungkan flyer &amp  baliho Holobis Kuntul Baris.";0;1;0;6;in;15644856;1749764044633055604;faqihaddien;https://twitter.com/faqihaddien/status/1749764044633055604
Tue Jan 23 11:58:27 +0000 2024;1749763521427157214;"Kalo ke acara gini2an jangan ajak yg baliho calegnya nyari istri ya Pak. Ntar diseriusin sama doi";0;0;0;0;in;59462324;1749763521427157214;bimaprawira;https://twitter.com/bimaprawira/status/1749763521427157214
Tue Jan 23 11:57:44 +0000 2024;1749763342997291338;"@RaktaDAKSHA CAKEP NAN, MAKASIH BUANYAK. Open joki bikin baliho gak?";0;1;0;0;in;1716033876878106624;1749762575859159115;RaktaBHADRIKA;https://twitter.com/RaktaBHADRIKA/status/1749763342997291338
Tue Jan 23 11:57:29 +0000 2024;1749763278941876294;"@Pamungqas1 @ganjarpranowo Bukan baliho lagi 🤣 yg ada dia diarin di tv🤣🤣🤣";0;0;0;0;in;1581155799425957888;1749729540069568715;sempaktetangga6;https://twitter.com/sempaktetangga6/status/1749763278941876294
Tue Jan 23 11:57:09 +0000 2024;1749763196167331964;"@ariefgnwn333 @UbahBareng Yg kerap merajai survei2 &amp  didukung jutaan baliho, billboard serta dukungan finansial yg tdk terbatas belum tentu mampu memiliki pendukung2 loyal seperti ini. Gelombang perubahan tdk terbendung, itu suara rakyat, kehendak rakyat… #AMINAjaDulu #HUMANIES";0;0;0;5;in;1085254697185828864;1749671417338302905;Didikjzie;https://twitter.com/Didikjzie/status/1749763196167331964
Tue Jan 23 11:56:43 +0000 2024;1749763084468793534;"EH KEREN BANGET, WISHING ALL PASLON PUNYA GINIAN AJA DAN GAUSAH PAKE BALIHO";0;0;0;0;in;1270662540586921984;1749763084468793534;dailydoseofell;https://twitter.com/dailydoseofell/status/1749763084468793534
Tue Jan 23 11:56:36 +0000 2024;1749763055993737621;"@tqdrlaziz kyk papan baliho";0;0;0;0;in;736768232;1749754684116774928;lastbutxleast;https://twitter.com/lastbutxleast/status/1749763055993737621
Tue Jan 23 11:56:27 +0000 2024;1749763020082077851;"Nu baraleg we masang baliho na.";0;1;0;1;tl;282997152;1749763020082077851;yudichann;https://twitter.com/yudichann/status/1749763020082077851
Tue Jan 23 11:55:57 +0000 2024;1749762892034101545;"@fajarnugros duitnya abis buat pasang baliho "ndherek jokowi" dimana2, gatau jg sih duitnya dpt dr mana sampe bisa pasang baliho sebanyak itu dimana2";0;0;0;0;in;155822718;1749713189699538983;bakmisedjuk;https://twitter.com/bakmisedjuk/status/1749762892034101545
Tue Jan 23 11:54:49 +0000 2024;1749762608180433336;"BISA GA KALO PASANG BALIHO TU NGOTAK DIKIT JANGAN NGALANGIN PANDANGAN MATA ORG YG BAWA KENDARAAN";0;1;0;0;in;1589927617527832578;1749762608180433336;pepelonipizew;https://twitter.com/pepelonipizew/status/1749762608180433336
Tue Jan 23 11:53:23 +0000 2024;1749762246568501265;"@terafono next pph taro di baliho mau gak?";0;0;0;0;in;2758721811;1749385283228017035;OurSometime;https://twitter.com/OurSometime/status/1749762246568501265
Tue Jan 23 11:53:23 +0000 2024;1749762246237118653;"@unmagnetism Mungkin biar aman kalo tiba2 ketiban baliho partai";0;0;0;2;in;977167622646112256;1749759955446726951;junglovaa;https://twitter.com/junglovaa/status/1749762246237118653
Tue Jan 23 11:51:53 +0000 2024;1749761868938240433;"@9umigummy @Tgerrock Secara dari kubu itu yg ga terima liat Humanies katanya bawa2 kpopers, dahal ga ada samsek.  Nah ketauan ternyata baliho gede paslon mereka pake poto Kyungsoo diganti kepalanya. Itu kek nabok pake tangan mereka sendiri kan.";0;1;0;5;in;72179074;1749677717937881399;gloriahermawan;https://twitter.com/gloriahermawan/status/1749761868938240433
Tue Jan 23 11:50:22 +0000 2024;1749761489962181030;"ga sekalian aja pake baliho?";0;0;0;0;in;1135225899870089216;1749761489962181030;darxchocoIate;https://twitter.com/darxchocoIate/status/1749761489962181030
Tue Jan 23 11:49:53 +0000 2024;1749761366481903971;"@JoJSuh__ Ada baliho juga ga?";0;1;0;0;in;997059473138069505;1749755673276260661;_byeongalien_;https://twitter.com/_byeongalien_/status/1749761366481903971
Tue Jan 23 11:33:27 +0000 2024;1749757231720223218;"baliho ai";0;0;0;0;in;1466571857356726274;1749757231720223218;rnessio;https://twitter.com/rnessio/status/1749757231720223218
Tue Jan 23 11:31:58 +0000 2024;1749756858666188894;"di era kampanye pa gede - gede baliho yang bikin rumeuk &amp  pamflet yang templatenya gitu - gitu aja dari jaman baheula, web ini beneran menarik banget⭐️⭐️⭐️⭐️⭐️";0;0;0;0;in;1169525451070394368;1749756420176920894;bloomingrosedia;https://twitter.com/bloomingrosedia/status/1749756858666188894
Tue Jan 23 11:29:39 +0000 2024;1749756273166586231;"@PartaiSocmed Tapi sampah baliho rombonganmu plg akeh.";0;0;0;0;in;1699771733396553728;1749622038791438520;AgusGunawa50977;https://twitter.com/AgusGunawa50977/status/1749756273166586231
Tue Jan 23 11:28:57 +0000 2024;1749756099467895010;"Gara2 lihat dan baca tentang Kampung Bayam ini aku tiap lihat baliho dan bendera peesi auto ‘yeeek’   So sorry tapi nama partainya engga mencerminkan kelakuannya. Serius gak ada kah dukun gabut yang mau kirim2 santet ke si heru ini 😭😭😭";0;1;0;0;in;235014515;1749756099467895010;_mymartha;https://twitter.com/_mymartha/status/1749756099467895010
Tue Jan 23 11:28:54 +0000 2024;1749756087136559115;"@jokowi pencabutan baliho atau papan iklan  paslon tertentu seharusnya ada tindakan dari pemerintah. Karna INDONESIA ini sudah menjadi negara DEMOKRASI.   Sakit HATI memang kalo ada yang lebih hebat berkualitas  dan rezeki nya lancar.  Seperti bersaing dengan Pilihan TUHAN";0;0;0;0;in;1692900252209360896;1749708672648065348;Dazenkk737;https://twitter.com/Dazenkk737/status/1749756087136559115
Tue Jan 23 11:27:53 +0000 2024;1749755831661597046;"@tanyakanrl Nah, kaya begini nih. Daripada pake baliho segede gaban,  udah nyampah membuat jalan jadi jelek aja";0;0;0;0;in;1504073427287945227;1749738854469488800;miawmiawdear;https://twitter.com/miawmiawdear/status/1749755831661597046
Tue Jan 23 11:26:51 +0000 2024;1749755570792579341;"@aniesbubble Untuk yang mau kampanye AMIN, silakan di cetak &amp  di tempel di tembok" atau di dinding dekat rumah kalian dari pada baliho, untuk menghemat biaya ☝🏻 https://t.co/KXREQzlaKw";0;0;0;0;in;1153650914323914754;1749643131266662834;Bill01251;https://twitter.com/Bill01251/status/1749755570792579341
Tue Jan 23 11:26:10 +0000 2024;1749755397370749374;"Pak @aniesbaswedan ajari nilai etika kehidupan yang mulia.  Pak Anies memang tidak punya banyak banner dan baliho, namun Baliho Anies ada di hati rakyat Indonesia yang inginkan Perubahan  #AMINAjaDulu https://t.co/EN9Wfy0d1Z";0;0;1;1;in;262596778;1749755397370749374;pkshol;https://twitter.com/pkshol/status/1749755397370749374
Tue Jan 23 11:24:11 +0000 2024;1749754900144070709;"Jasa Desain Grafis - Banner/MMT/Spanduk Kain - Baliho - Papan Nama DLL TEKS+GAMBAR - PNG TB2JNQP  https://t.co/BtkYmKUA5z https://t.co/i2z0zHPbJ1";0;0;0;0;in;1585030442771783695;1749754900144070709;barton3zzzlf;https://twitter.com/barton3zzzlf/status/1749754900144070709
Tue Jan 23 11:23:20 +0000 2024;1749754684116774928;"orang yg gantiin posisi km skarang kok bentuknya kyk baliho caleg gtu?";0;16;1;5;in;736768232;1749754684116774928;lastbutxleast;https://twitter.com/lastbutxleast/status/1749754684116774928
Tue Jan 23 11:21:12 +0000 2024;1749754149565321330;"Listening to efek rumah kaca- di udara while looking at prabowo's poster/baliho gives some furious vibe";0;0;0;0;en;602876373;1749754149565321330;NaufalAdhaa;https://twitter.com/NaufalAdhaa/status/1749754149565321330
Tue Jan 23 11:19:26 +0000 2024;1749753704654209425;"Jasa Desain Grafis - Banner/MMT/Spanduk Kain - Baliho - Papan Nama DLL DESAIN LOGO - PNG J1OM92P  https://t.co/bfNWNU0YAc https://t.co/f0WA6KQjVN";0;0;0;0;in;1588011595124310017;1749753704654209425;Pasquale94E;https://twitter.com/Pasquale94E/status/1749753704654209425
Tue Jan 23 11:19:21 +0000 2024;1749753684559540370;"@anggimilneia folbek gw makanya biar ga kena baliho lg";0;1;0;0;in;1740319244011905024;1749709627997253670;ccconyyyy;https://twitter.com/ccconyyyy/status/1749753684559540370
Tue Jan 23 11:19:12 +0000 2024;1749753646819283189;"Baliho Kampanye Ganggu Lalu Lintas, Polda Metro: Lapor ke 110 https://t.co/I26vKdDr2t #beritasatu #news #berita";0;0;0;0;in;154102750;1749753646819283189;Beritasatu;https://twitter.com/Beritasatu/status/1749753646819283189
Tue Jan 23 11:18:36 +0000 2024;1749753492414386176;"@yutobinus ga kek yang satu lagi ya yang baliho simple aja pake AI gratis 😓";0;1;0;0;in;1267501246069346306;1749737104677200112;Katgennn;https://twitter.com/Katgennn/status/1749753492414386176
Tue Jan 23 11:18:33 +0000 2024;1749753479730770046;"Papan Iklan/Baliho di trotoar jogja ini kok agak lain ya haha https://t.co/NfB1fy3UBM";0;0;0;0;in;1700062119876866048;1749753479730770046;rahmatabdlrah;https://twitter.com/rahmatabdlrah/status/1749753479730770046
Tue Jan 23 11:18:32 +0000 2024;1749753478996787404;"@acbsurd jatim bagian surabaya emang agak kalah bang kalo soal 01, kalo tetangga2nya kek sidoarjo/gresik lebih tinggi sih kalo saya liat. emang orang sini ga terang2an bang kalo mau menyuarakan, lha wong baliho 01 pada dirusakin semua, takut lah orang dukung terang2an";0;0;0;1;in;1471298498;1749465620469743840;kinkyuu77;https://twitter.com/kinkyuu77/status/1749753478996787404
Tue Jan 23 11:18:28 +0000 2024;1749753460785045958;"Memandang baliho https://t.co/XcFCkMbTfp";0;0;0;1;in;1687665426069950464;1749753460785045958;firalpukat;https://twitter.com/firalpukat/status/1749753460785045958
Tue Jan 23 11:17:29 +0000 2024;1749753213614760212;"yang naro baliho di trotoar ada masalah apa sih bjirr";0;0;0;0;in;1105446898138112010;1749753213614760212;ailoveime;https://twitter.com/ailoveime/status/1749753213614760212
Tue Jan 23 11:16:39 +0000 2024;1749753003148718341;"Opini sampah. Kalo gamau disangkut pautkan dgn pemerintahan saat ini gausah pake diksi penerus jokowi di tiap baliho, di tiap pidato, di tiap kampanye";0;0;0;0;in;1277945348200165379;1749753003148718341;ributsekali;https://twitter.com/ributsekali/status/1749753003148718341
Tue Jan 23 11:16:08 +0000 2024;1749752875360899550;"Anyway, capres kosongdua bikin baliho dengan desain AI baru pake armor ala mobile legend... Alias ngopooooo?!";0;2;0;0;in;44746954;1749752875360899550;hariluyeah;https://twitter.com/hariluyeah/status/1749752875360899550
Tue Jan 23 11:11:46 +0000 2024;1749751773668262315;"Pak tulung aku ke tatap pring e baliho nek cagak listrik, padahal itungane lek ku mlaku yo ora minggri-minggir banget @PemkotJogja https://t.co/Npk0D2Pb2Y";0;0;0;0;in;1700057723633885184;1749751773668262315;ninimarlin4;https://twitter.com/ninimarlin4/status/1749751773668262315
Tue Jan 23 11:11:20 +0000 2024;1749751666629632441;"@readdictculous sayangnya baliho caleg tuh jadi malah kaya adu muka aja gaada gagasannya. udah kaya model😭😌";0;1;0;0;in;1289521010249621511;1749749373683290426;ninthmyg;https://twitter.com/ninthmyg/status/1749751666629632441
Tue Jan 23 11:10:41 +0000 2024;1749751503487959202;"@schnabell_ ukuran baliho sih klo ak wkkw";0;1;0;0;in;4302950861;1749750571706531874;recallsanz;https://twitter.com/recallsanz/status/1749751503487959202
Tue Jan 23 11:10:00 +0000 2024;1749751328581017776;"Sebuah baliho caleg roboh hingga menimpa pemotor di Cakung, Jakarta Timur. Polda Metro Jaya mengimbau masyarakat hati-hati saat berkendara di jalanan.  #detikPemilu https://t.co/xZ1gQ9N1Wp";3;11;1;4;in;69183155;1749751328581017776;detikcom;https://twitter.com/detikcom/status/1749751328581017776
Tue Jan 23 11:09:22 +0000 2024;1749751172410552742;"@PemkotJogja tertibin dong baliho baliho caleg yang ganggu mata dan bahayain wagra https://t.co/eO4iKEOAaT";0;0;0;0;in;1700003604369997824;1749751172410552742;MarniMaryaani;https://twitter.com/MarniMaryaani/status/1749751172410552742
Tue Jan 23 11:08:29 +0000 2024;1749750947977552268;"Harus ada batas ketinggian baliho, biar pejalan kaki juga ngga dirugikan kalau lagi jalan di trotoar jogja https://t.co/yooIAwh4QS";0;0;0;0;in;1699266519329566720;1749750947977552268;feriantoarii;https://twitter.com/feriantoarii/status/1749750947977552268
Tue Jan 23 11:07:46 +0000 2024;1749750768637476941;"kalo boleh jujur gue udah mulai muak liat bendera partai dan baliho caleg di sepanjang jalan 🗿";0;1;0;0;in;926734845924982784;1749750768637476941;neoguryi;https://twitter.com/neoguryi/status/1749750768637476941
Tue Jan 23 11:07:23 +0000 2024;1749750670625042867;"bener banget. tiap balik kantor beberapa waktu belakangan entah kenapa selalu dapet abang gojek yang ngajak ngobrol soal pemilu dan selalu kasih insight soal pandangan mereka ke tiap-tiap paslon. ada juga beberapa yang ngomel soal banyaknya baliho di jalan yang nyampah. 😭";0;1;0;0;in;1295943969239527424;1749750670625042867;apriIdust;https://twitter.com/apriIdust/status/1749750670625042867
Tue Jan 23 11:07:00 +0000 2024;1749750573581345192;"jalanan jakarta semak dengan baliho dan bendera partai";0;1;0;2;in;95354503;1749750573581345192;princeofgiri;https://twitter.com/princeofgiri/status/1749750573581345192
Tue Jan 23 11:06:13 +0000 2024;1749750379343208642;"@ganjarpranowo @mohmahfudmd memenya kaya baliho caleg pak";0;0;0;0;in;783126939888291840;1749687164873617705;spocstify;https://twitter.com/spocstify/status/1749750379343208642
Tue Jan 23 11:05:48 +0000 2024;1749750271369257087;"Lebih keren gini gasih daripada make AI. Bayangin di saat para artist lagi susah2 demo no AI malah baliho AI dimana-mana. Ya gue tau kalo viralnya karena foto AI, tapi kalo ngerangkul artist kek gini malah bisa ngambil hati para artist dan memungkinkan buat jadi suara.";0;1;0;1;in;1276352038331232257;1749750271369257087;Sukagalaxy;https://twitter.com/Sukagalaxy/status/1749750271369257087
Tue Jan 23 11:05:36 +0000 2024;1749750224208404789;"APK Roboh, Baliho Milik PSI Timpa Pengendara Motor di Cakung https://t.co/NUF7SAvlKQ";0;0;0;0;in;1641028826489823232;1749750224208404789;bitvonlinecom;https://twitter.com/bitvonlinecom/status/1749750224208404789
Tue Jan 23 11:04:41 +0000 2024;1749749991059673435;"Ada baliho nyungsep di jalan muding.. genggeuuzz bgt.. blm ada yg rapihin";0;0;0;0;in;61541823;1749749991059673435;deewpd;https://twitter.com/deewpd/status/1749749991059673435
Tue Jan 23 11:04:37 +0000 2024;1749749974911574251;"@sigitwid Jumlah baliho paling banyak daripada jumlah kadernya sok2 paten.";0;0;0;0;in;3016365181;1749634483295559894;amalnst;https://twitter.com/amalnst/status/1749749974911574251
Tue Jan 23 11:01:41 +0000 2024;1749749238505058591;"eh dua orang ini aku tunggu mukanya kepampang di baliho sekolah plsj tp ada muka gw juga https://t.co/fNWZ3XYQ1W";0;0;0;0;in;1614793062093553664;1749749238505058591;arjksowyy;https://twitter.com/arjksowyy/status/1749749238505058591
Tue Jan 23 11:01:36 +0000 2024;1749749217533546999;"Saran pak @ListyoSigitP , baliho yang menimpa pengendara. Dilihat siapa caleg nya mintain duit buat santunan ke pengendara yg terkena baliho.";0;0;2;0;in;69871131;1749749217533546999;telorituadit;https://twitter.com/telorituadit/status/1749749217533546999
Tue Jan 23 10:59:53 +0000 2024;1749748783855096189;"@RadioElshinta Kok jadi masyarakat yang disuruh hati²? Pemasangan baliho tidak/tanpa pengawasan? 🙃";0;0;0;1;in;90832506;1749747783048057186;aan_media;https://twitter.com/aan_media/status/1749748783855096189
Tue Jan 23 10:57:53 +0000 2024;1749748282124104072;"@RadioElshinta Seharusnya para pemasang baliho tdk asal asalan  Masyarakat tdk tau mana baliho yg akan menimpa";0;0;0;0;in;1213085911782584321;1749747783048057186;macan1962;https://twitter.com/macan1962/status/1749748282124104072
Tue Jan 23 10:57:02 +0000 2024;1749748067660976199;"@sempaktetangga6 @ganjarpranowo Ndak bakal di gubris kak,, kecuali pendukungnya dya yang di hajar baru bikin baliho😁";0;1;0;0;in;1366269177988673538;1749729540069568715;Pamungqas1;https://twitter.com/Pamungqas1/status/1749748067660976199
Tue Jan 23 10:52:43 +0000 2024;1749746980770009444;"@democrazymedia Melarang org kampanye di wilayah tertentu, men take down videotron, merusak baliho, menurut saya itu termasuk kekerasan 🤦";0;0;0;0;in;1605417424114761728;1749680864953573724;Cokrays;https://twitter.com/Cokrays/status/1749746980770009444
Tue Jan 23 10:49:22 +0000 2024;1749746136817291549;"@UGM_FESS Vandal baliho bapaknya   Spill the tea btw";0;0;0;0;in;1650196939928137728;1749722539000311925;arcadiareviews;https://twitter.com/arcadiareviews/status/1749746136817291549
Tue Jan 23 10:46:53 +0000 2024;1749745512281178202;"kan kmrn minggu aku keluar, trskan ini lg rame"nya org nyaleg yh jadi sepaaaaanjang jalan itu semuanya baliho" caleg itu AND GUESS WHAT ada yg gapake foto sendiri trs MALAH PAKE FOTO NARUTO BJIR LIKE WAW BROW 😧😧😧 trs ada yg mukanya mirip ivan gunawan WKWK ITU NGAKAK BGT";0;0;0;0;in;1629156434025017344;1749745512281178202;sAzzrants;https://twitter.com/sAzzrants/status/1749745512281178202
Tue Jan 23 10:41:15 +0000 2024;1749744094359011811;"Kalian harus liat ini!  Bener bener simpel, informatif, dan lucu.  Bukan sekadar animasi, tetapi juga informasi mulai dari visi misi sampai penghargaan yang pernah beliau raih.  Jadi, bukan cuma joget gemoy+baliho aja, tetapi ada gagasan juga.  🦉🦉🦉 https://t.co/KXkOkLIuOt";0;1;0;1;in;1249779485324394496;1749744094359011811;rizaalsaputra_;https://twitter.com/rizaalsaputra_/status/1749744094359011811
Tue Jan 23 10:40:57 +0000 2024;1749744020627312696;"Dalam rangka, pacarku yang tiba-tiba ingin jadi caleg dadakan, maka dengan ini sebagai pacar yang baik dan berbakti, sengaja membuat baliho yang rencananya akan dicetak dan ditempelkan di warung-warung terdekat guna mendapatkan atensi dari para ibu-ibu rumah tangga. MERDEKA! https://t.co/00PEoFstG1";1;1;1;1;in;1284335129029046272;1749744017221521830;__ubiungu;https://twitter.com/__ubiungu/status/1749744020627312696
Tue Jan 23 10:40:02 +0000 2024;1749743789055660193;"Dihari Kelahiran, Caleg DPR-RI Partai Perindo Nomor Urut 1 Pasang 250 Spanduk dan Baliho https://t.co/VDjWlumQvG   #kalsel #Pemilu2024";0;0;0;0;in;1379484404976812032;1749743789055660193;liputanesia;https://twitter.com/liputanesia/status/1749743789055660193
Tue Jan 23 10:37:12 +0000 2024;1749743076992811238;"BJIR BALIHO 02 MENARIK PERHATIAN ANAK KECIL. YAITU ADIK SY 😔";0;0;0;0;in;1316136207558955008;1749743076992811238;widyakrmdn;https://twitter.com/widyakrmdn/status/1749743076992811238
Tue Jan 23 10:34:14 +0000 2024;1749742330507415845;"@hafizhrafizal Oh paslon yang pake AI generated image dan bangga memamerkannya dengan pasang baliho dimana2 itu ya";0;1;0;0;in;165440237;1749741368417947799;IzzanFI;https://twitter.com/IzzanFI/status/1749742330507415845
Tue Jan 23 10:33:48 +0000 2024;1749742219706470910;"@howlszt @Ndremu669 @berrybear88 @txtdaritng @idextratime bali gasi? soalnya di bali gw gapernah nemu baliho 01, 02 lumayan, 03 sering dan banyak bgt";0;0;0;0;in;1365831246379556866;1749461290983346663;fant4ast1c;https://twitter.com/fant4ast1c/status/1749742219706470910
Tue Jan 23 10:31:39 +0000 2024;1749741679240954080;"Foto caleg di baliho banyak yg mirip foto pinterest";0;0;0;0;in;1452928104;1749741679240954080;dimasdodii;https://twitter.com/dimasdodii/status/1749741679240954080
Tue Jan 23 10:31:28 +0000 2024;1749741633959338117;"@CNNIndonesia Padahal rencana mau dukung adiknya A. Sudirman Sulaiman kalau maju jadi gubernur Sul-Sel. Tapi pas liat baliho nya dukung 02, batal. Ternyata janggut dan celana cingkrang belum bisa mengontrol syahwat duniawi utk mendapatkan jabatan";0;0;0;0;in;224884812;1749421016684863499;awalasri;https://twitter.com/awalasri/status/1749741633959338117
Tue Jan 23 10:30:19 +0000 2024;1749741344967598297;"Masyarakat mengadu ke Bawaslu soal pemasangan APK sembarangan di jalanan. Mereka khawatir spanduk dan baliho itu bisa membahayakan pengguna jalan. https://t.co/okXRWXXYPF";0;2;0;2;in;23343960;1749741344967598297;kompascom;https://twitter.com/kompascom/status/1749741344967598297
Tue Jan 23 10:30:19 +0000 2024;1749741343566655949;"@choymarkochoy Benar sekali....hasil polling bayaran di keluarkan secara masiv oleh beberapa lembaga survey serta masivnya poster dan baliho capres karena uang yg banyak, utk membetuk/framming masyarakat bahwa elektabilitas tinggi dan bila nanti menang dianggap wajar sekalipun curang.";0;0;0;3;in;81386247;1749732098897002998;wa_one1;https://twitter.com/wa_one1/status/1749741343566655949
Tue Jan 23 10:27:47 +0000 2024;1749740706951004414;"@_jeongjaehyxun @oioje @xsoehee Koprol depan belakang sambil bawa baliho MULLER JAYA";0;1;0;0;in;751763888769634304;1749736564253708324;leejnnc;https://twitter.com/leejnnc/status/1749740706951004414
